idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      4802312      2228341           32 mlx5_comp0
  2 539            0      4457322      2180533           33 mlx5_comp1
  3 540            0      4478559      2233482           34 mlx5_comp2
  4 541            0      4478102      2221268           35 mlx5_comp3
  5 542            0      4727163      2397819           36 mlx5_comp4
  6 543            0      4368579      2165623           37 mlx5_comp5
  7 544            0      4444319      2239961           38 mlx5_comp6
  8 545            0      4336372      2362668           39 mlx5_comp7
total            127     36092728     18029695
