idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            8      6060098      3027630           32 mlx5_comp0
  2 539           49      6253201      2766869           33 mlx5_comp1
  3 540           84      5531393      3035221           34 mlx5_comp2
  4 541            0      5971842      3009522           35 mlx5_comp3
  5 542           16      6160224      3007853           36 mlx5_comp4
  6 543            3      6077187      3040499           37 mlx5_comp5
  7 544           10      6016581      3019521           38 mlx5_comp6
  8 545            7      6024808      3127079           39 mlx5_comp7
total            306     48095334     24034194
