idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      3077172      1521277           32 mlx5_comp0
  2 539            0      2956999      1554052           33 mlx5_comp1
  3 540            0      2962862      1490398           34 mlx5_comp2
  4 541            0      3025502      1511774           35 mlx5_comp3
  5 542            0      2928540      1481625           36 mlx5_comp4
  6 543            0      3229621      1426433           37 mlx5_comp5
  7 544            0      3046760      1570887           38 mlx5_comp6
  8 545            0      2860121      1460955           39 mlx5_comp7
total            127     24087577     12017401
