idx irq        fired       rxpkts       txpkts         cpus name
  0 327        20937            0            0         0-31 mlx5_async0
  1 328       329571      6102588      3006024           32 mlx5_comp0
  2 539       313630      6196936      3003511           33 mlx5_comp1
  3 540       314039      5966430      2989654           34 mlx5_comp2
  4 541       312416      6077804      2970285           35 mlx5_comp3
  5 542       316701      6066621      3003197           36 mlx5_comp4
  6 543       323108      5882090      3006381           37 mlx5_comp5
  7 544       313869      5725310      3018574           38 mlx5_comp6
  8 545       323340      6058444      3017910           39 mlx5_comp7
total        2567611     48076223     24015536
