idx irq        fired       rxpkts       txpkts         cpus name
  0 327          182            0            0         0-31 mlx5_async0
  1 328          764      4715196      2267068           32 mlx5_comp0
  2 539          529      4391258      2269622           33 mlx5_comp1
  3 540          432      4331383      2243904           34 mlx5_comp2
  4 541          878      4696357      2311777           35 mlx5_comp3
  5 542          633      4419847      2229889           36 mlx5_comp4
  6 543          784      4459217      2237701           37 mlx5_comp5
  7 544          654      4431403      2224746           38 mlx5_comp6
  8 545          688      4652052      2251283           39 mlx5_comp7
total           5544     36096713     18035990
