idx irq        fired       rxpkts       txpkts         cpus name
  0 327          153            0            0         0-31 mlx5_async0
  1 328          308      3012580      1507660           32 mlx5_comp0
  2 539          353      3170263      1505837           33 mlx5_comp1
  3 540          344      3046988      1512858           34 mlx5_comp2
  4 541          234      2875336      1514008           35 mlx5_comp3
  5 542          322      2902697      1496147           36 mlx5_comp4
  6 543          269      3112257      1505416           37 mlx5_comp5
  7 544          324      3013610      1508179           38 mlx5_comp6
  8 545          304      2981919      1479136           39 mlx5_comp7
total           2611     24115650     12029241
