idx irq        fired       rxpkts       txpkts         cpus name
  0 327         6330            0            0         0-31 mlx5_async0
  1 328       272875      8748201      4424792           32 mlx5_comp0
  2 539       302731      7444803      3029970           33 mlx5_comp1
  3 540       275966      8889621      4394268           34 mlx5_comp2
  4 541       258821      8815208      4403512           35 mlx5_comp3
  5 542       280977      8576625      3723657           36 mlx5_comp4
  6 543       289565      6065620      4154926           37 mlx5_comp5
  7 544       284684      8309558      4535856           38 mlx5_comp6
  8 545       285920      9074698      4287822           39 mlx5_comp7
total        2257869     65924334     32954803
