idx irq        fired       rxpkts       txpkts         cpus name
  0 327          181            0            0         0-31 mlx5_async0
  1 328          611      7446288      3784339           32 mlx5_comp0
  2 539          492      7838712      3703938           33 mlx5_comp1
  3 540          433      7274779      3771114           34 mlx5_comp2
  4 541          647      7441701      3658353           35 mlx5_comp3
  5 542          583      7879154      3666901           36 mlx5_comp4
  6 543          668      7209291      3900989           37 mlx5_comp5
  7 544          564      7511512      3810472           38 mlx5_comp6
  8 545          623      7486742      3733888           39 mlx5_comp7
total           4802     60088179     30029994
