idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328           11      4679077      2211935           32 mlx5_comp0
  2 539           72      4422953      2260016           33 mlx5_comp1
  3 540           94      4170195      2302015           34 mlx5_comp2
  4 541            0      4275032      2337866           35 mlx5_comp3
  5 542           32      4577483      2240362           36 mlx5_comp4
  6 543            7      4609192      2103729           37 mlx5_comp5
  7 544           13      4520194      2164346           38 mlx5_comp6
  8 545           14      4833735      2415500           39 mlx5_comp7
total            372     36087861     18035769
