idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            7      4215822      2316550           32 mlx5_comp0
  2 539           25      4447991      2326606           33 mlx5_comp1
  3 540           71      4619679      2224173           34 mlx5_comp2
  4 541            0      4549372      2312863           35 mlx5_comp3
  5 542           15      4326257      2105444           36 mlx5_comp4
  6 543           10      4522180      2311072           37 mlx5_comp5
  7 544            8      4626169      2161896           38 mlx5_comp6
  8 545           10      4777229      2269934           39 mlx5_comp7
total            275     36084699     18028538
