idx irq        fired       rxpkts       txpkts         cpus name
  0 327          145            0            0         0-31 mlx5_async0
  1 328            1      2964792      1492219           32 mlx5_comp0
  2 539           22      3029924      1532647           33 mlx5_comp1
  3 540           57      2916721      1484819           34 mlx5_comp2
  4 541            0      3098028      1541017           35 mlx5_comp3
  5 542            6      3009463      1409662           36 mlx5_comp4
  6 543            0      3071529      1581250           37 mlx5_comp5
  7 544            6      2955563      1454704           38 mlx5_comp6
  8 545            0      3070275      1534875           39 mlx5_comp7
total            237     24116295     12031193
