idx irq        fired       rxpkts       txpkts         cpus name
  0 327        50440            0            0         0-31 mlx5_async0
  1 328       567005      1551866       760835           32 mlx5_comp0
  2 539       569817      1515229       770490           33 mlx5_comp1
  3 540       578548      1486694       762957           34 mlx5_comp2
  4 541       568245      1532366       763760           35 mlx5_comp3
  5 542       585011      1476121       744868           36 mlx5_comp4
  6 543       596377      1511692       746937           37 mlx5_comp5
  7 544       568104      1504663       724344           38 mlx5_comp6
  8 545       582783      1522070       744733           39 mlx5_comp7
total        4666330     12100701      6018924
