idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      7341125      3668312           32 mlx5_comp0
  2 539            0      7821276      3625436           33 mlx5_comp1
  3 540            0      7232956      3755602           34 mlx5_comp2
  4 541            0      7770211      3690252           35 mlx5_comp3
  5 542            0      7513375      3618018           36 mlx5_comp4
  6 543            0      7383991      3883253           37 mlx5_comp5
  7 544            0      7251945      3880021           38 mlx5_comp6
  8 545            0      7770128      3910656           39 mlx5_comp7
total            127     60085007     30031550
