idx irq        fired       rxpkts       txpkts         cpus name
  0 327        30086            0            0         0-31 mlx5_async0
  1 328       388309      3008029      1498881           32 mlx5_comp0
  2 539       374245      2899055      1501258           33 mlx5_comp1
  3 540       391587      3143338      1486342           34 mlx5_comp2
  4 541       401791      2977019      1501426           35 mlx5_comp3
  5 542       396935      3019795      1492899           36 mlx5_comp4
  6 543       381201      3149268      1503180           37 mlx5_comp5
  7 544       391415      3025930      1524049           38 mlx5_comp6
  8 545       396830      2878645      1514703           39 mlx5_comp7
total        3152399     24101079     12022738
