idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      9001374      4467369           32 mlx5_comp0
  2 539            0      9359892      4490924           33 mlx5_comp1
  3 540            0      9417022      4459954           34 mlx5_comp2
  4 541            0      9103488      4711510           35 mlx5_comp3
  5 542            0      9573265      4697751           36 mlx5_comp4
  6 543            0      8985971      4793243           37 mlx5_comp5
  7 544            0      9237546      4554686           38 mlx5_comp6
  8 545            0      8722802      4525084           39 mlx5_comp7
total            127     73401360     36700521
