idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            3      4380629      2187965           32 mlx5_comp0
  2 539           33      4341235      2302525           33 mlx5_comp1
  3 540           68      4513382      2200572           34 mlx5_comp2
  4 541            3      4616698      2390093           35 mlx5_comp3
  5 542           10      4488288      2266393           36 mlx5_comp4
  6 543            7      4546093      2169979           37 mlx5_comp5
  7 544           12      4402859      2257694           38 mlx5_comp6
  8 545            9      4801406      2249755           39 mlx5_comp7
total            274     36090590     18024976
