idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328            4      6151095      3084088           32 mlx5_comp0
  2 539           24      5990445      3041406           33 mlx5_comp1
  3 540           69      5785198      3006014           34 mlx5_comp2
  4 541            0      6180797      2928284           35 mlx5_comp3
  5 542            1      6174029      2893493           36 mlx5_comp4
  6 543            6      5894795      2944852           37 mlx5_comp5
  7 544            6      6085552      3054880           38 mlx5_comp6
  8 545            3      5854403      3084235           39 mlx5_comp7
total            243     48116314     24037252
