idx irq        fired       rxpkts       txpkts         cpus name
  0 327          185            0            0         0-31 mlx5_async0
  1 328          686      5664822      2867601           32 mlx5_comp0
  2 539          515      6083257      2932339           33 mlx5_comp1
  3 540          447      6152065      3121571           34 mlx5_comp2
  4 541          834      6115475      2974491           35 mlx5_comp3
  5 542          626      5835197      3013956           36 mlx5_comp4
  6 543          787      6131293      3035104           37 mlx5_comp5
  7 544          616      6253210      3042503           38 mlx5_comp6
  8 545          713      5841265      3040028           39 mlx5_comp7
total           5409     48076584     24027593
