idx irq        fired       rxpkts       txpkts         cpus name
  0 327         7609            0            0         0-31 mlx5_async0
  1 328       310586      7402596      2988683           32 mlx5_comp0
  2 539       312240      7546928      2990862           33 mlx5_comp1
  3 540       251657      8841242      4422699           34 mlx5_comp2
  4 541       261521      9136909      4563774           35 mlx5_comp3
  5 542       277701      5983198      4225717           36 mlx5_comp4
  6 543       282075      5984171      4396872           37 mlx5_comp5
  7 544       279536      8451393      3773966           38 mlx5_comp6
  8 545       284740      8797686      3699122           39 mlx5_comp7
total        2267665     62144123     31061695
