idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328            0      7879336      3735252           32 mlx5_comp0
  2 539           17      7328085      3806474           33 mlx5_comp1
  3 540           61      7468016      3937168           34 mlx5_comp2
  4 541            0      7418753      3636650           35 mlx5_comp3
  5 542           10      7609052      3703873           36 mlx5_comp4
  6 543            0      7617906      3739547           37 mlx5_comp5
  7 544            4      7274770      3664217           38 mlx5_comp6
  8 545            3      7484920      3803061           39 mlx5_comp7
total            223     60080838     30026242
