idx irq        fired       rxpkts       txpkts         cpus name
  0 327          139            0            0         0-31 mlx5_async0
  1 328            6      7235386      3673678           32 mlx5_comp0
  2 539           25      7361271      3682666           33 mlx5_comp1
  3 540           49      7494439      3596205           34 mlx5_comp2
  4 541            0      7204020      3872337           35 mlx5_comp3
  5 542            9      7714190      3665540           36 mlx5_comp4
  6 543            9      7223132      3670178           37 mlx5_comp5
  7 544           15      7539822      3616167           38 mlx5_comp6
  8 545            8      7394213      3794677           39 mlx5_comp7
total            260     59166473     29571448
