idx irq        fired       rxpkts       txpkts         cpus name
  0 327        11345            0            0         0-31 mlx5_async0
  1 328       294349      7146519      3697213           32 mlx5_comp0
  2 539       305056      6973502      3770126           33 mlx5_comp1
  3 540       289295      7003102      3462338           34 mlx5_comp2
  4 541       302580      7813392      3310581           35 mlx5_comp3
  5 542       303308      6667413      3555820           36 mlx5_comp4
  6 543       292838      6848693      3438970           37 mlx5_comp5
  7 544       262226      7136678      3592965           38 mlx5_comp6
  8 545       277721      7537148      3724938           39 mlx5_comp7
total        2338718     57126447     28552951
