idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            3      6324160      3060434           32 mlx5_comp0
  2 539           10      5765314      3031568           33 mlx5_comp1
  3 540           39      5678674      2881531           34 mlx5_comp2
  4 541            0      6203700      3057742           35 mlx5_comp3
  5 542            4      6234670      2840388           36 mlx5_comp4
  6 543            0      6075019      2942234           37 mlx5_comp5
  7 544            3      5923981      3114702           38 mlx5_comp6
  8 545            0      5893679      3093761           39 mlx5_comp7
total            186     48099197     24022360
