idx irq        fired       rxpkts       txpkts         cpus name
  0 327        26434            0            0         0-31 mlx5_async0
  1 328       341034      2774671      1511009           32 mlx5_comp0
  2 539       345261      3228754      1480445           33 mlx5_comp1
  3 540       342972      2999214      1498588           34 mlx5_comp2
  4 541       325788      3137244      1474154           35 mlx5_comp3
  5 542       337107      2975680      1517774           36 mlx5_comp4
  6 543       350738      2963124      1521231           37 mlx5_comp5
  7 544       346163      2943102      1518595           38 mlx5_comp6
  8 545       351161      3062122      1505256           39 mlx5_comp7
total        2766658     24083911     12027052
