idx irq        fired       rxpkts       txpkts         cpus name
  0 327        50984            0            0         0-31 mlx5_async0
  1 328       578972      1549858       763605           32 mlx5_comp0
  2 539       596708      1465067       766688           33 mlx5_comp1
  3 540       549543      1620694       759279           34 mlx5_comp2
  4 541       573872      1481012       777095           35 mlx5_comp3
  5 542       590265      1459567       761273           36 mlx5_comp4
  6 543       628916      1451618       743265           37 mlx5_comp5
  7 544       572707      1473416       701577           38 mlx5_comp6
  8 545       577742      1580794       751823           39 mlx5_comp7
total        4719709     12082026      6024605
