idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29570            0            0         0-31 mlx5_async0
  1 328       384972      3051812      1514236           32 mlx5_comp0
  2 539       387042      2930934      1527754           33 mlx5_comp1
  3 540       378360      3171048      1504333           34 mlx5_comp2
  4 541       392791      3062714      1508966           35 mlx5_comp3
  5 542       402221      2957290      1495277           36 mlx5_comp4
  6 543       372442      2915181      1500648           37 mlx5_comp5
  7 544       381415      2929292      1486379           38 mlx5_comp6
  8 545       396489      3074608      1487217           39 mlx5_comp7
total        3125302     24092879     12024810
