idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328           10      4527503      2267470           32 mlx5_comp0
  2 539           36      4535321      2324022           33 mlx5_comp1
  3 540           79      4551613      2248274           34 mlx5_comp2
  4 541            0      4658184      2210514           35 mlx5_comp3
  5 542           35      4572169      2271632           36 mlx5_comp4
  6 543            3      4197795      2275392           37 mlx5_comp5
  7 544           12      4452749      2273413           38 mlx5_comp6
  8 545           12      4577548      2152693           39 mlx5_comp7
total            314     36072882     18023410
