idx irq        fired       rxpkts       txpkts         cpus name
  0 317        28760            0            0        32-63 mlx5_async0
  1 318       423047      4944449      2052982           16 mlx5_comp0
  2 341       390432      4575289      2181479           17 mlx5_comp1
  3 342       397704      4415202      2184808           18 mlx5_comp2
  4 343       400073      4427206      2153016           19 mlx5_comp3
  5 344       402507      4657067      2315414           20 mlx5_comp4
  6 345       409926      4318067      2396798           21 mlx5_comp5
  7 346       409894      4462678      2350722           22 mlx5_comp6
  8 347       405480      4332789      2393370           23 mlx5_comp7
total        3267823     36132747     18028589
