idx irq        fired       rxpkts       txpkts         cpus name
  0 317          340            0            0        32-63 mlx5_async0
  1 318           67      1396357       725028           16 mlx5_comp0
  2 341            9      1530786       736013           17 mlx5_comp1
  3 342           10      1565859       733481           18 mlx5_comp2
  4 343            4      1398165       745126           19 mlx5_comp3
  5 344           94      1543902       755282           20 mlx5_comp4
  6 345            6      1515256       779744           21 mlx5_comp5
  7 346            5      1614155       786093           22 mlx5_comp6
  8 347            8      1562819       763990           23 mlx5_comp7
total            543     12127299      6024757
