idx irq        fired       rxpkts       txpkts         cpus name
  0 317          391            0            0        32-63 mlx5_async0
  1 318           73      8205657      4211232           16 mlx5_comp0
  2 341            3      8432194      3960050           17 mlx5_comp1
  3 342            8      8321724      4202742           18 mlx5_comp2
  4 343            4      8252575      4216269           19 mlx5_comp3
  5 344           64      8420034      4138555           20 mlx5_comp4
  6 345            8      8114687      4199909           21 mlx5_comp5
  7 346            5      8441200      4128791           22 mlx5_comp6
  8 347            5      8412481      4219378           23 mlx5_comp7
total            561     66600552     33276926
