idx irq        fired       rxpkts       txpkts         cpus name
  0 317          398            0            0        32-63 mlx5_async0
  1 318           44      4390135      2134335           16 mlx5_comp0
  2 341            8      4568549      2202037           17 mlx5_comp1
  3 342            0      4547198      2275667           18 mlx5_comp2
  4 343            0      4732789      2209405           19 mlx5_comp3
  5 344           55      4429443      2337862           20 mlx5_comp4
  6 345            9      4423170      2240266           21 mlx5_comp5
  7 346            0      4270475      2359780           22 mlx5_comp6
  8 347            1      4753082      2267757           23 mlx5_comp7
total            515     36114841     18027109
