idx irq        fired       rxpkts       txpkts         cpus name
  0 317          436            0            0        32-63 mlx5_async0
  1 318          616      1515326       730836           16 mlx5_comp0
  2 341          561      1455663       741991           17 mlx5_comp1
  3 342          503      1519355       740501           18 mlx5_comp2
  4 343          349      1548965       756600           19 mlx5_comp3
  5 344          625      1473125       753990           20 mlx5_comp4
  6 345          559      1551965       765558           21 mlx5_comp5
  7 346          478      1520825       764316           22 mlx5_comp6
  8 347          509      1545374       771647           23 mlx5_comp7
total           4636     12130598      6025439
