idx irq        fired       rxpkts       txpkts         cpus name
  0 317          400            0            0        32-63 mlx5_async0
  1 318           62      1434942       740906           16 mlx5_comp0
  2 341           16      1510775       739246           17 mlx5_comp1
  3 342            0      1519970       756051           18 mlx5_comp2
  4 343            0      1605129       734092           19 mlx5_comp3
  5 344           77      1552817       769890           20 mlx5_comp4
  6 345           12      1467546       761740           21 mlx5_comp5
  7 346            3      1571499       762157           22 mlx5_comp6
  8 347           12      1454176       760881           23 mlx5_comp7
total            582     12116854      6024963
