idx irq        fired       rxpkts       txpkts         cpus name
  0 317          515            0            0        32-63 mlx5_async0
  1 318          860      7768538      3620268           16 mlx5_comp0
  2 341         1054      7661357      3744267           17 mlx5_comp1
  3 342         1132      7609219      3637363           18 mlx5_comp2
  4 343         1160      7057915      3731676           19 mlx5_comp3
  5 344          858      7429270      3885691           20 mlx5_comp4
  6 345         1056      7877048      3795670           21 mlx5_comp5
  7 346         1128      7598647      3827996           22 mlx5_comp6
  8 347         1102      7131238      3798239           23 mlx5_comp7
total           8865     60133232     30041170
