idx irq        fired       rxpkts       txpkts         cpus name
  0 317          454            0            0        32-63 mlx5_async0
  1 318          818      7254586      3868751           16 mlx5_comp0
  2 341          725      7701385      3524387           17 mlx5_comp1
  3 342          440      7211147      3609365           18 mlx5_comp2
  4 343          374      7089632      4117887           19 mlx5_comp3
  5 344         1231      7295405      3457980           20 mlx5_comp4
  6 345         1016      7247432      3699259           21 mlx5_comp5
  7 346          474      7548258      3637524           22 mlx5_comp6
  8 347          523      7306993      3434069           23 mlx5_comp7
total           6055     58654838     29349222
