idx irq        fired       rxpkts       txpkts         cpus name
  0 317          365            0            0        32-63 mlx5_async0
  1 318           40      7534304      3597506           16 mlx5_comp0
  2 341            4      7089605      3724072           17 mlx5_comp1
  3 342            0      7684889      3540155           18 mlx5_comp2
  4 343            0      7733869      3836059           19 mlx5_comp3
  5 344           62      7447832      3809802           20 mlx5_comp4
  6 345            0      7816196      3903797           21 mlx5_comp5
  7 346            0      7632447      3766603           22 mlx5_comp6
  8 347            0      7206612      3857281           23 mlx5_comp7
total            471     60145754     30035275
