idx irq        fired       rxpkts       txpkts         cpus name
  0 317          424            0            0        32-63 mlx5_async0
  1 318          101      6235451      2911527           16 mlx5_comp0
  2 341            6      5829907      2968308           17 mlx5_comp1
  3 342            3      5927902      2836243           18 mlx5_comp2
  4 343            0      6377042      2958383           19 mlx5_comp3
  5 344           79      6220978      3110307           20 mlx5_comp4
  6 345           14      5943143      2956202           21 mlx5_comp5
  7 346            3      5922320      3117644           22 mlx5_comp6
  8 347            9      5681217      3180691           23 mlx5_comp7
total            639     48137960     24039305
