idx irq        fired       rxpkts       txpkts         cpus name
  0 317          522            0            0        32-63 mlx5_async0
  1 318          892      4570947      2262349           16 mlx5_comp0
  2 341         1150      4505260      2265181           17 mlx5_comp1
  3 342         1239      4418701      2263438           18 mlx5_comp2
  4 343         1276      4824290      2245814           19 mlx5_comp3
  5 344          866      4305518      2262316           20 mlx5_comp4
  6 345         1105      4497743      2256056           21 mlx5_comp5
  7 346         1175      4282428      2238650           22 mlx5_comp6
  8 347         1144      4710644      2236665           23 mlx5_comp7
total           9369     36115531     18030469
