idx irq        fired       rxpkts       txpkts         cpus name
  0 317          339            0            0        32-63 mlx5_async0
  1 318            0      4682988      2279056           16 mlx5_comp0
  2 341            0      4371509      2298220           17 mlx5_comp1
  3 342            0      4569570      2196298           18 mlx5_comp2
  4 343            0      4413051      2182728           19 mlx5_comp3
  5 344            0      4509621      2198695           20 mlx5_comp4
  6 345            0      4398236      2254838           21 mlx5_comp5
  7 346            0      4606280      2271872           22 mlx5_comp6
  8 347            0      4551673      2341142           23 mlx5_comp7
total            339     36102928     18022849
