idx irq        fired       rxpkts       txpkts         cpus name
  0 317          422            0            0        32-63 mlx5_async0
  1 318           51      7812205      3683564           16 mlx5_comp0
  2 341           13      7197680      3596089           17 mlx5_comp1
  3 342            6      8031481      3656066           18 mlx5_comp2
  4 343            3      7637597      3580540           19 mlx5_comp3
  5 344           76      7310234      3813173           20 mlx5_comp4
  6 345            7      7561292      3906898           21 mlx5_comp5
  7 346            4      7168133      4012033           22 mlx5_comp6
  8 347            6      7372477      3778638           23 mlx5_comp7
total            588     60091099     30027001
