idx irq        fired       rxpkts       txpkts         cpus name
  0 317          412            0            0        32-63 mlx5_async0
  1 318         1558      8067117      3986472           16 mlx5_comp0
  2 341          529      8194784      3637671           17 mlx5_comp1
  3 342          506      8493239      4190669           18 mlx5_comp2
  4 343          576      7300616      3198705           19 mlx5_comp3
  5 344         1896      6917052      4091398           20 mlx5_comp4
  6 345         1150      8011786      4339937           21 mlx5_comp5
  7 346          575      7364607      3880525           22 mlx5_comp6
  8 347          627      8117951      3904641           23 mlx5_comp7
total           7829     62467152     31230018
