idx irq        fired       rxpkts       txpkts         cpus name
  0 317        30071            0            0        32-63 mlx5_async0
  1 318       395713      2983041      1446305           16 mlx5_comp0
  2 341       388253      2882544      1465928           17 mlx5_comp1
  3 342       395314      3080669      1451226           18 mlx5_comp2
  4 343       391694      2834218      1476813           19 mlx5_comp3
  5 344       381573      3029052      1547584           20 mlx5_comp4
  6 345       381729      3065700      1533325           21 mlx5_comp5
  7 346       388593      3181826      1544759           22 mlx5_comp6
  8 347       386429      3111115      1554120           23 mlx5_comp7
total        3139369     24168165     12020060
