idx irq        fired       rxpkts       txpkts         cpus name
  0 317        29777            0            0        32-63 mlx5_async0
  1 318       378202      3254980      1503905           16 mlx5_comp0
  2 341       389692      2944655      1530898           17 mlx5_comp1
  3 342       383177      2935401      1517433           18 mlx5_comp2
  4 343       396199      3110790      1498511           19 mlx5_comp3
  5 344       385702      2949618      1491333           20 mlx5_comp4
  6 345       401981      3046564      1476409           21 mlx5_comp5
  7 346       387879      2975641      1500425           22 mlx5_comp6
  8 347       382377      2915667      1507057           23 mlx5_comp7
total        3134986     24133316     12025971
