idx irq        fired       rxpkts       txpkts         cpus name
  0 317          377            0            0        32-63 mlx5_async0
  1 318            0      8503591      4470268           16 mlx5_comp0
  2 341            0      8948275      4382810           17 mlx5_comp1
  3 342            0      8602992      4251151           18 mlx5_comp2
  4 343            0      8922046      4214809           19 mlx5_comp3
  5 344            0      8767053      4450427           20 mlx5_comp4
  6 345            0      8512316      4294930           21 mlx5_comp5
  7 346            0      8444207      4251566           22 mlx5_comp6
  8 347            0      8777113      4384214           23 mlx5_comp7
total            377     69477593     34700175
