idx irq        fired       rxpkts       txpkts         cpus name
  0 317          339            0            0        32-63 mlx5_async0
  1 318            0      6040751      3155913           16 mlx5_comp0
  2 341            0      5719673      3281713           17 mlx5_comp1
  3 342            0      6091965      3094071           18 mlx5_comp2
  4 343            0      5416219      2700977           19 mlx5_comp3
  5 344            0      5750925      3020427           20 mlx5_comp4
  6 345            0      6318044      2875828           21 mlx5_comp5
  7 346            0      6196343      2856217           22 mlx5_comp6
  8 347            0      6571898      3041798           23 mlx5_comp7
total            339     48105818     24026944
