idx irq        fired       rxpkts       txpkts         cpus name
  0 317          397            0            0        32-63 mlx5_async0
  1 318            0      7187988      3656580           16 mlx5_comp0
  2 341            0      7516808      3849611           17 mlx5_comp1
  3 342            0      7672105      3755310           18 mlx5_comp2
  4 343            0      7326302      3593697           19 mlx5_comp3
  5 344            0      7697800      3830300           20 mlx5_comp4
  6 345            0      7398459      3695533           21 mlx5_comp5
  7 346            0      7404263      3954635           22 mlx5_comp6
  8 347            0      7917127      3696923           23 mlx5_comp7
total            397     60120852     30032589
