idx irq        fired       rxpkts       txpkts         cpus name
  0 317          348            0            0        32-63 mlx5_async0
  1 318           44      4570075      2287726           16 mlx5_comp0
  2 341            0      4501997      2284114           17 mlx5_comp1
  3 342            0      4215410      2139922           18 mlx5_comp2
  4 343            0      4625986      2302502           19 mlx5_comp3
  5 344           59      4575797      2291935           20 mlx5_comp4
  6 345           10      4507060      2262283           21 mlx5_comp5
  7 346            0      4617216      2258783           22 mlx5_comp6
  8 347            0      4539117      2206395           23 mlx5_comp7
total            461     36152658     18033660
