idx irq        fired       rxpkts       txpkts         cpus name
  0 317          493            0            0        32-63 mlx5_async0
  1 318          935      2978775      1503606           16 mlx5_comp0
  2 341         1131      2982755      1505480           17 mlx5_comp1
  3 342         1154      2946542      1503975           18 mlx5_comp2
  4 343         1148      3144257      1509661           19 mlx5_comp3
  5 344          848      2975092      1504087           20 mlx5_comp4
  6 345         1115      2965377      1496035           21 mlx5_comp5
  7 346         1163      2966577      1502292           22 mlx5_comp6
  8 347         1139      3195619      1503250           23 mlx5_comp7
total           9126     24154994     12028386
