idx irq        fired       rxpkts       txpkts         cpus name
  0 317          339            0            0        32-63 mlx5_async0
  1 318           62      7891808      3782051           16 mlx5_comp0
  2 341            4      7374271      3756906           17 mlx5_comp1
  3 342           13      7395601      3746764           18 mlx5_comp2
  4 343            4      7536207      3698292           19 mlx5_comp3
  5 344           61      7120752      3707380           20 mlx5_comp4
  6 345           17      7515529      3561863           21 mlx5_comp5
  7 346            4      7736113      3946620           22 mlx5_comp6
  8 347            8      7533614      3828054           23 mlx5_comp7
total            512     60103895     30027930
