idx irq        fired       rxpkts       txpkts         cpus name
  0 327        15983            0            0         0-31 mlx5_async0
  1 328       310583      6342406      3007345           32 mlx5_comp0
  2 529       314871      5546621      3023947           33 mlx5_comp1
  3 530       315909      5942662      3002450           34 mlx5_comp2
  4 531       300314      6032071      3015994           35 mlx5_comp3
  5 532       301499      5999250      3014621           36 mlx5_comp4
  6 533       303275      5979482      2998459           37 mlx5_comp5
  7 534       307384      6108318      3014103           38 mlx5_comp6
  8 535       316924      6127223      2959857           39 mlx5_comp7
total        2486742     48078033     24036776
