idx irq        fired       rxpkts       txpkts         cpus name
  0 327        19929            0            0         0-31 mlx5_async0
  1 328       276931      7424710      4101603           32 mlx5_comp0
  2 539       339019      6687885      3298659           33 mlx5_comp1
  3 540       290611      7244812      3443365           34 mlx5_comp2
  4 541       367373      6655148      3697269           35 mlx5_comp3
  5 542       289547      7742566      3744844           36 mlx5_comp4
  6 543       307499      7907258      3340561           37 mlx5_comp5
  7 544       342799      6882044      3754674           38 mlx5_comp6
  8 545       338692      6872602      3325326           39 mlx5_comp7
total        2572400     57417025     28706301
