idx irq        fired       rxpkts       txpkts         cpus name
  0 327        50528            0            0         0-31 mlx5_async0
  1 328       538718      1608033       730409           32 mlx5_comp0
  2 539       558588      1580901       762029           33 mlx5_comp1
  3 540       603734      1433184       762130           34 mlx5_comp2
  4 541       617034      1416621       742378           35 mlx5_comp3
  5 542       548639      1598900       746186           36 mlx5_comp4
  6 543       561994      1603656       771944           37 mlx5_comp5
  7 544       597027      1434817       765607           38 mlx5_comp6
  8 545       608299      1403948       743839           39 mlx5_comp7
total        4684561     12080060      6024522
