idx irq        fired       rxpkts       txpkts         cpus name
  0 317          424            0            0        32-63 mlx5_async0
  1 318          857      2963262      1499187           16 mlx5_comp0
  2 341         1050      2912034      1503216           17 mlx5_comp1
  3 342         1168      3091417      1501591           18 mlx5_comp2
  4 343         1158      3067351      1506058           19 mlx5_comp3
  5 344          776      2991826      1505642           20 mlx5_comp4
  6 345         1060      3117545      1504179           21 mlx5_comp5
  7 346         1146      2885717      1504233           22 mlx5_comp6
  8 347         1132      3107717      1505731           23 mlx5_comp7
total           8771     24136869     12029837
