idx irq        fired       rxpkts       txpkts         cpus name
  0 327          131            0            0         0-31 mlx5_async0
  1 328           37      1609208       796698           32 mlx5_comp0
  2 529           12      1524773       840916           33 mlx5_comp1
  3 530           12      1569278       811041           34 mlx5_comp2
  4 531            3      1575605       840998           35 mlx5_comp3
  5 532           19      1536775       687653           36 mlx5_comp4
  6 533           50      1392861       727388           37 mlx5_comp5
  7 534           28      1421374       577577           38 mlx5_comp6
  8 535           36      1453991       746105           39 mlx5_comp7
total            328     12083865      6028376
