idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            8      4454921      2241171           32 mlx5_comp0
  2 539           10      4622322      2240131           33 mlx5_comp1
  3 540           17      4433789      2246812           34 mlx5_comp2
  4 541           97      4551303      2249732           35 mlx5_comp3
  5 542           11      4441359      2260975           36 mlx5_comp4
  6 543           52      4487657      2262671           37 mlx5_comp5
  7 544           20      4484836      2254602           38 mlx5_comp6
  8 545           26      4587085      2264349           39 mlx5_comp7
total            370     36063272     18020443
