idx irq        fired       rxpkts       txpkts         cpus name
  0 317        29253            0            0        32-63 mlx5_async0
  1 318       394187      3064328      1493140           16 mlx5_comp0
  2 341       391072      2995184      1503526           17 mlx5_comp1
  3 342       372528      3134675      1495259           18 mlx5_comp2
  4 343       363539      2891511      1522920           19 mlx5_comp3
  5 344       380609      2957799      1505955           20 mlx5_comp4
  6 345       390550      3138012      1491721           21 mlx5_comp5
  7 346       385007      2878718      1516656           22 mlx5_comp6
  8 347       390800      3063702      1498967           23 mlx5_comp7
total        3097545     24123929     12028144
