idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328           28      4243024      2259711           32 mlx5_comp0
  2 539           18      4617564      2121691           33 mlx5_comp1
  3 540           11      4521543      2253744           34 mlx5_comp2
  4 541            3      4582138      2303936           35 mlx5_comp3
  5 542           12      4697582      2345910           36 mlx5_comp4
  6 543           14      4267388      2266850           37 mlx5_comp5
  7 544            5      4665899      2330994           38 mlx5_comp6
  8 545           65      4487504      2149699           39 mlx5_comp7
total            284     36082642     18032535
