idx irq        fired       rxpkts       txpkts         cpus name
  0 327          193            0            0         0-31 mlx5_async0
  1 328          603      4496322      2261048           32 mlx5_comp0
  2 539          714      4459461      2239195           33 mlx5_comp1
  3 540          767      4809174      2259699           34 mlx5_comp2
  4 541          697      4452253      2247048           35 mlx5_comp3
  5 542          803      4527362      2242331           36 mlx5_comp4
  6 543          768      4640029      2268086           37 mlx5_comp5
  7 544          801      4402703      2237514           38 mlx5_comp6
  8 545          517      4293515      2276456           39 mlx5_comp7
total           5863     36080819     18031377
