idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328           19      5945333      2993405           32 mlx5_comp0
  2 539           19      6148595      2925752           33 mlx5_comp1
  3 540            6      6275459      2951302           34 mlx5_comp2
  4 541            8      5852940      2943655           35 mlx5_comp3
  5 542            6      6074293      3067792           36 mlx5_comp4
  6 543            3      5892061      3073867           37 mlx5_comp5
  7 544            3      5990991      3103590           38 mlx5_comp6
  8 545           61      5899991      2972715           39 mlx5_comp7
total            253     48079663     24032078
