idx irq        fired       rxpkts       txpkts         cpus name
  0 327          197            0            0         0-31 mlx5_async0
  1 328          938      5752501      3010100           32 mlx5_comp0
  2 539          808      6023420      3103128           33 mlx5_comp1
  3 540          833      6058167      2880329           34 mlx5_comp2
  4 541          402      6016877      3031008           35 mlx5_comp3
  5 542          796      6055695      3018006           36 mlx5_comp4
  6 543          621      5677977      2980976           37 mlx5_comp5
  7 544          802      6430335      3022471           38 mlx5_comp6
  8 545          723      6054207      2981052           39 mlx5_comp7
total           6120     48069179     24027070
