idx irq        fired       rxpkts       txpkts         cpus name
  0 327        13051            0            0         0-31 mlx5_async0
  1 328       291637      7095064      3009148           32 mlx5_comp0
  2 539       291389      6557209      3598150           33 mlx5_comp1
  3 540       288989      6231848      3483791           34 mlx5_comp2
  4 541       296408      6434207      3438681           35 mlx5_comp3
  5 542       280060      7198529      3103314           36 mlx5_comp4
  6 543       306974      6877536      3276969           37 mlx5_comp5
  7 544       306905      6970369      3219415           38 mlx5_comp6
  8 545       293744      6019153      3555164           39 mlx5_comp7
total        2369157     53383915     26684632
