idx irq        fired       rxpkts       txpkts         cpus name
  0 327        46689            0            0         0-31 mlx5_async0
  1 328       513130      1465822       659332           32 mlx5_comp0
  2 539       591038      1448983       756534           33 mlx5_comp1
  3 540       544292      1528625       749775           34 mlx5_comp2
  4 541       520948      1554424       758931           35 mlx5_comp3
  5 542       561842      1479843       777984           36 mlx5_comp4
  6 543       554497      1539350       772970           37 mlx5_comp5
  7 544       532630      1533242       773185           38 mlx5_comp6
  8 545       514864      1564019       780134           39 mlx5_comp7
total        4379930     12114308      6028845
