idx irq        fired       rxpkts       txpkts         cpus name
  0 327        25997            0            0         0-31 mlx5_async0
  1 328       380482      4785778      2230450           32 mlx5_comp0
  2 539       373532      4590782      2240940           33 mlx5_comp1
  3 540       360565      4307728      2255100           34 mlx5_comp2
  4 541       347954      4203139      2246095           35 mlx5_comp3
  5 542       367764      4638409      2253738           36 mlx5_comp4
  6 543       377145      4670683      2266943           37 mlx5_comp5
  7 544       375224      4533713      2261738           38 mlx5_comp6
  8 545       379234      4349220      2269047           39 mlx5_comp7
total        2987897     36079452     18024051
