idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328           18      4413299      2246285           32 mlx5_comp0
  2 539           45      4527968      2230473           33 mlx5_comp1
  3 540           18      4677480      2318609           34 mlx5_comp2
  4 541            8      4566654      2259550           35 mlx5_comp3
  5 542           15      4417923      2238941           36 mlx5_comp4
  6 543           14      4549486      2209923           37 mlx5_comp5
  7 544           15      4445631      2259772           38 mlx5_comp6
  8 545           32      4462339      2262561           39 mlx5_comp7
total            294     36060780     18026114
